image_path,true_label,predicted_label,confidence,normalized_true,correct,void_score,uncertainty_score,density_score,outlier_score,dominant_component,LID,void_norm,bonus,LID_norm,w_final,aug_times,image_idx,filename
Tomato___Bacterial_spot/11.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4131,Tomato_Bacterial_spot,True,2.1467643668631524,0.7126723739866271,0.1804675486386074,0.4844464283013686,uncertainty_score,17.18896665644775,0.35869537902998,0.5,0.1701470514768443,2.472611335275227,3,11,11.jpg
Tomato___Bacterial_spot/12.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6259,Tomato_Bacterial_spot,True,2.06580436172656,0.4508847055307978,0.2269858691107268,0.3418323416254316,uncertainty_score,30.09065719090448,0.2748801699865228,0.5,0.3418777710929381,2.562576996612453,3,12,12.jpg
Tomato___Bacterial_spot/13.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7965,Tomato_Bacterial_spot,True,1.816365064094068,0.2389061465156626,0.2551280129944813,0.3393923939725853,outlier_score,25.76871084514802,0.0166439354476631,0.7,0.2843495770848219,2.1598122365225594,0,13,13.jpg
Tomato___Bacterial_spot/14.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6165,Tomato_Bacterial_spot,True,2.1212190717814687,0.4657622502733474,0.2814980468137633,0.5021951147420205,outlier_score,37.999527929809865,0.3322491820005238,0.7,0.4471504917271477,3.035224101591769,6,14,14.jpg
Tomato___Bacterial_spot/15.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.8452,Tomato_Bacterial_spot,True,1.814273767869261,0.1827115304370816,0.2891787605119817,0.3641556810180139,outlier_score,22.089224226676677,0.0144788858042218,0.7,0.2353729811015049,2.082017243260701,0,15,15.jpg
Tomato___Bacterial_spot/16.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4401,Tomato_Bacterial_spot,True,2.199651476423995,0.6789162934534001,0.1269265523500825,0.2741819905106699,uncertainty_score,22.278678908133383,0.4134476500564887,0.5,0.2378947582821237,2.683737437536163,3,16,16.jpg
Tomato___Bacterial_spot/17.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4252,Tomato_Bacterial_spot,True,2.1671264378319304,0.6969548176784011,0.2057048920822712,0.2534154644911249,uncertainty_score,21.90327653455315,0.3797755559880525,0.5,0.2328978844547483,2.6088979386582274,3,17,17.jpg
Tomato___Bacterial_spot/18.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7295,Tomato_Bacterial_spot,True,1.904614191754528,0.324126310014958,0.2835225362386047,0.2516194768536809,uncertainty_score,27.06461518454229,0.1080053313651275,0.5,0.3015989898004221,2.1684091474308884,0,18,18.jpg
Tomato___Bacterial_spot/19.jpg,Tomato___Bacterial_spot,Tomato_Early_blight,0.3211,Tomato_Bacterial_spot,False,2.456312517412682,0.8255037058268857,0.2791472973531052,0.2942529389065448,uncertainty_score,42.86952430090216,0.6791603160510589,0.5,0.5119736231688649,3.626281066855415,12,19,19.jpg
Tomato___Bacterial_spot/20.jpg,Tomato___Bacterial_spot,Tomato_Early_blight,0.5256,Tomato_Bacterial_spot,False,2.250108509739912,0.5743528094389281,0.2409724170029926,0.3813142138915175,uncertainty_score,36.14571626540204,0.4656841437171689,0.5,0.4224749338759323,3.065080688248236,6,20,20.jpg
Tomato___Bacterial_spot/21.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7519,Tomato_Bacterial_spot,True,1.8899675898232595,0.2942658496209345,0.3561888090437907,0.4085989164731857,outlier_score,28.55604998015077,0.0928421900020013,0.7,0.3214510525999667,2.367860958903953,3,21,21.jpg
Tomato___Bacterial_spot/22.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7064,Tomato_Bacterial_spot,True,2.1309611580941663,0.3435490651213646,0.4971890274011705,0.4375403262732569,density_score,22.02357681760635,0.3423348409557143,1.2,0.2344991671799517,3.236418432681356,12,22,22.jpg
Tomato___Bacterial_spot/23.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5988,Tomato_Bacterial_spot,True,1.9928501881424536,0.4808690099944972,0.2861929761510757,0.2685409630965541,uncertainty_score,28.555858564787908,0.1993531329115118,0.5,0.3214485047247157,2.380879022910097,3,23,23.jpg
Tomato___Bacterial_spot/24.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6864,Tomato_Bacterial_spot,True,1.9821821422976085,0.3699279997475827,0.2717343098471233,0.4051585074438995,outlier_score,20.64966293858513,0.1883088587533974,0.7,0.2162113917520173,2.400934805134821,3,24,24.jpg
Tomato___Bacterial_spot/25.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4015,Tomato_Bacterial_spot,True,2.338151258534354,0.7342227199630655,0.4181172357244621,0.6303443857409285,uncertainty_score,24.77211092852143,0.5568318824372519,0.5,0.2710841200972636,3.0202899450204,6,25,25.jpg
Tomato___Bacterial_spot/26.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.3742,Tomato_Bacterial_spot,True,2.269843947298077,0.7582447009553654,0.1555379778777843,0.4020424808883983,uncertainty_score,35.645236958843576,0.4861155878816168,0.5,0.4158131966998075,3.095950970812945,12,26,26.jpg
Tomato___Bacterial_spot/27.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5595,Tomato_Bacterial_spot,True,2.127404055418948,0.531986167001659,0.2650912740527553,0.291896382099385,uncertainty_score,32.466884627812455,0.3386522904937986,0.5,0.373507056156153,2.7375651652218265,6,27,27.jpg
Tomato___Bacterial_spot/28.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5926,Tomato_Bacterial_spot,True,2.18688273106057,0.4848185717630939,0.3338851309100148,0.3726333826802057,uncertainty_score,22.678053288608915,0.4002285913366613,0.5,0.2432107166499147,2.6652732576481943,3,28,28.jpg
Tomato___Bacterial_spot/29.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6644,Tomato_Bacterial_spot,True,1.837068933966311,0.4084265101088461,0.1956340836780284,0.2856615677365835,uncertainty_score,13.153007497543037,0.0380779654779584,0.5,0.1164255512712081,1.7507942578627291,0,29,29.jpg
Tomato___Bacterial_spot/30.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4371,Tomato_Bacterial_spot,True,2.1669243551361896,0.6836885759092102,0.0367172333434294,0.1464005608684425,uncertainty_score,16.04798162745251,0.3795663464733175,0.5,0.1549597254766402,2.491572281161595,3,30,30.jpg
Tomato___Bacterial_spot/31.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.3563,Tomato_Bacterial_spot,True,2.299400403852588,0.7871518723619865,0.1500064104752799,0.3275903097163463,uncertainty_score,19.262455971665037,0.5167144073915788,0.5,0.1977466758258823,2.8300488285219814,6,31,31.jpg
Tomato___Bacterial_spot/32.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.529,Tomato_Bacterial_spot,True,2.203434836518622,0.5633478303309645,0.1505822269949971,0.2692672963380926,uncertainty_score,19.39338459733011,0.4173644373230263,0.5,0.1994894293854845,2.6339630187242795,3,32,32.jpg
Tomato___Bacterial_spot/33.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6981,Tomato_Bacterial_spot,True,2.0296444669407654,0.3586134104654298,0.4570525992119456,0.681376413313324,outlier_score,24.8707921953889,0.2374450298164178,0.7,0.2723976382696705,2.5834865170373416,3,33,33.jpg
Tomato___Bacterial_spot/34.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.769,Tomato_Bacterial_spot,True,1.932275309581721,0.2676723307594308,0.4189347616179918,0.514917590579062,outlier_score,35.834821125363575,0.1366419695317175,0.7,0.4183366974191392,2.6007889851921435,3,34,34.jpg
Tomato___Bacterial_spot/35.jpg,Tomato___Bacterial_spot,Tomato_Early_blight,0.2548,Tomato_Bacterial_spot,False,2.443219232608916,0.9057078889337418,0.1642289860306528,0.231738704312877,uncertainty_score,32.435760235986244,0.6656052724089341,0.5,0.3730927682617369,3.3908496972104736,12,35,35.jpg
Tomato___Bacterial_spot/36.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4332,Tomato_Bacterial_spot,True,2.146731816647912,0.6894591479720128,0.1519716045446063,0.2085295344090887,uncertainty_score,14.542110779115855,0.3586616808713622,0.5,0.1349155085003383,2.4196966244932314,3,36,36.jpg
Tomato___Bacterial_spot/37.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6461,Tomato_Bacterial_spot,True,1.9105553271160312,0.4309310317844032,0.1459976644278222,0.2364000737475681,uncertainty_score,12.72085480840717,0.1141559918232108,0.5,0.1106732901941711,1.8943219189376783,0,37,37.jpg
Tomato___Bacterial_spot/38.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7338,Tomato_Bacterial_spot,True,1.9226596839230288,0.310760460962997,0.3003948851102217,0.3610592735176381,outlier_score,27.48486270413568,0.1266872310987447,0.7,0.3071927845642871,2.4141636390439203,3,38,38.jpg
Tomato___Bacterial_spot/39.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.597,Tomato_Bacterial_spot,True,2.002601972780928,0.4840475759259838,0.3359082177745828,0.5008002640081908,outlier_score,23.867142870611385,0.2094488322218257,0.7,0.259038348622633,2.507455187377601,3,39,39.jpg
Tomato___Bacterial_spot/40.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4182,Tomato_Bacterial_spot,True,2.37686870134466,0.7064265983366619,0.2306865847485943,0.1364259213503688,uncertainty_score,25.56212058451705,0.5969147672801925,0.5,0.2815997131015647,3.1162291042127324,12,40,40.jpg
Tomato___Bacterial_spot/41.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.3677,Tomato_Bacterial_spot,True,2.338343662155457,0.7739510994744977,0.1648795953102527,0.1938150155181615,uncertainty_score,19.61298331031701,0.5570310715269301,0.5,0.2024124451644857,2.9176808108005887,6,41,41.jpg
Tomato___Bacterial_spot/42.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7577,Tomato_Bacterial_spot,True,1.8491605599462209,0.2898320693627284,0.350370419651883,0.5420221121691913,outlier_score,25.04814582217022,0.050596024950306,0.7,0.2747583417660331,2.213329562549662,0,42,42.jpg
Tomato___Bacterial_spot/43.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6462,Tomato_Bacterial_spot,True,1.9687647823703749,0.418412140206561,0.5222950201360257,0.7706220570424449,outlier_score,14.993184812375873,0.1744183108808393,0.7,0.1409196261874735,2.2602160610428883,0,43,43.jpg
Tomato___Bacterial_spot/44.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.3949,Tomato_Bacterial_spot,True,2.2454477991861523,0.723666490876069,0.1059070359503345,0.1157768690276881,uncertainty_score,18.88689936619168,0.4608590646093385,0.5,0.1927477490618068,2.710839752811387,6,44,44.jpg
Tomato___Bacterial_spot/45.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7076,Tomato_Bacterial_spot,True,1.8600803449843952,0.3614567993682475,0.1449594246932141,0.2956476343404565,uncertainty_score,15.20992292575004,0.0619009163487197,0.5,0.1438045653416544,1.8395086807099208,0,45,45.jpg
Tomato___Bacterial_spot/46.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7099,Tomato_Bacterial_spot,True,1.8771752073698504,0.3426462448091342,0.3839589179011212,0.6213963509629556,outlier_score,14.001018820967918,0.0795986605866145,0.7,0.1277131879127332,2.050767103042329,0,46,46.jpg
Tomato___Bacterial_spot/47.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5018,Tomato_Bacterial_spot,True,1.9948372342941445,0.6002863192131144,0.3856929387879019,0.6524694641519053,outlier_score,15.868200997682733,0.2014102559107258,0.7,0.1525667168363427,2.331670587075965,3,47,47.jpg
Tomato___Bacterial_spot/48.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.3374,Tomato_Bacterial_spot,False,2.2977535848928605,0.8135643542481288,0.1054117552768594,0.2143876052342475,uncertainty_score,14.918638573827542,0.5150095103237807,0.5,0.1399273624871167,2.739910064378236,6,48,48.jpg
Tomato___Bacterial_spot/49.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.5059,Tomato_Bacterial_spot,False,2.1698459210589967,0.5967525513467046,0.1376609460204718,0.6361767864034944,outlier_score,31.90911935137512,0.38259094680704,0.7,0.3660828017885849,3.014306096296957,6,49,49.jpg
Tomato___Bacterial_spot/50.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.585,Tomato_Bacterial_spot,True,2.1199136731802,0.4911762947672112,0.2847373094634565,0.3102500511808421,uncertainty_score,20.89248502291912,0.3308977461098543,0.5,0.2194435271973673,2.49096078301576,3,50,50.jpg
Tomato___Bacterial_spot/51.jpg,Tomato___Bacterial_spot,Tomato_Leaf_Mold,0.3007,Tomato_Bacterial_spot,False,2.477229394974186,0.844699684411911,0.2530846553215028,0.2798623125167876,uncertainty_score,12.36293090968757,0.7008148658796565,0.5,0.1059090673560279,3.060493332793355,6,51,51.jpg
Tomato___Bacterial_spot/52.jpg,Tomato___Bacterial_spot,Tomato_Leaf_Mold,0.4461,Tomato_Bacterial_spot,False,2.4273883881841227,0.6729046835891165,0.2796988690208954,0.4372737071869944,uncertainty_score,27.065442015758684,0.6492161240564868,0.5,0.3016099955147053,3.250847241385032,12,52,52.jpg
Tomato___Bacterial_spot/53.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.5099,Tomato_Bacterial_spot,False,2.0182961223533145,0.590581185588245,0.1726287665532865,0.3520670048557139,uncertainty_score,26.75832282775361,0.2256964649257706,0.5,0.2975220196774951,2.397675959367784,3,53,53.jpg
Tomato___Bacterial_spot/54.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.363,Tomato_Bacterial_spot,True,2.233239798280123,0.7789896171230536,0.2548270942473505,0.3085805221513192,uncertainty_score,14.267153565209412,0.4482205260344554,0.5,0.1312556315189704,2.5933244993473665,3,54,54.jpg
Tomato___Bacterial_spot/55.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6442,Tomato_Bacterial_spot,True,1.999523853413951,0.4225943160153362,0.449586441420029,0.5417767607468289,outlier_score,25.0536050162464,0.2062621572979714,0.7,0.274831007539927,2.524770825905833,3,55,55.jpg
Tomato___Bacterial_spot/56.jpg,Tomato___Bacterial_spot,Tomato_Leaf_Mold,0.5428,Tomato_Bacterial_spot,False,2.180837447411252,0.5468933426940534,0.2794936753830958,0.5259128256467613,uncertainty_score,27.4624984025832,0.3939701096092982,0.5,0.3068950997307328,2.748282868814696,6,56,56.jpg
Tomato___Bacterial_spot/57.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.481,Tomato_Bacterial_spot,True,2.25040918186174,0.6249594421755709,0.4066594626908609,0.5152588036101666,uncertainty_score,13.485233251870724,0.4659954195959445,0.5,0.1208477134454844,2.613262409360116,3,57,57.jpg
Tomato___Bacterial_spot/58.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6092,Tomato_Bacterial_spot,True,2.107386078412058,0.4687429317068676,0.4465938308890514,0.539560283219221,outlier_score,16.0249627795979,0.3179283426058402,0.7,0.1546533281641137,2.5678366774578505,3,58,58.jpg
Tomato___Bacterial_spot/59.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7151,Tomato_Bacterial_spot,True,1.9844417171304447,0.338306160422258,0.5167392432710763,0.5588709447862388,outlier_score,21.455829240819657,0.1906481216603596,0.7,0.2269420412621134,2.421709305213889,3,59,59.jpg
Tomato___Bacterial_spot/60.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.9228,Tomato_Bacterial_spot,True,1.8473774619267416,0.0844401527597387,0.5148786713387516,0.6952216080346134,outlier_score,26.763981193041943,0.0487500426903557,0.7,0.297597336562536,2.2438960902245157,0,60,60.jpg
Tomato___Bacterial_spot/61.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7637,Tomato_Bacterial_spot,True,1.8510998793069209,0.282127283476637,0.2669238307824391,0.3816184531095707,outlier_score,17.347302513028104,0.0526037379852157,0.7,0.1722546148631273,2.0635893982651226,0,61,61.jpg
Tomato___Bacterial_spot/62.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.7915,Tomato_Bacterial_spot,True,1.8141189366125063,0.2408685873285792,0.24445579916949,0.3253514608461007,outlier_score,21.86422557789826,0.0143185941376209,0.7,0.2323780883187202,2.077204320753322,0,62,62.jpg
Tomato___Bacterial_spot/63.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.3691,Tomato_Bacterial_spot,False,2.30411530471954,0.7746158376909673,0.2997923347807918,0.4548716241768812,uncertainty_score,24.94203575618012,0.521595587933947,0.5,0.2733459409692286,2.953210087321737,6,63,63.jpg
Tomato___Bacterial_spot/64.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5931,Tomato_Bacterial_spot,True,1.9791731932277448,0.4796777866966197,0.179268584261225,0.2203943067776468,uncertainty_score,14.22993887732958,0.1851937935447644,0.5,0.1307602774324014,2.066528003238131,0,64,64.jpg
Tomato___Bacterial_spot/65.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6907,Tomato_Bacterial_spot,True,2.0471446029316747,0.3690607956892805,0.3632573899680974,0.5014820748216635,outlier_score,13.717816500578708,0.255562340380965,0.7,0.1239435626727309,2.397040024771026,3,65,65.jpg
Tomato___Bacterial_spot/66.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6188,Tomato_Bacterial_spot,True,2.024458714419755,0.4635573676987325,0.304671145519655,0.409426528624539,uncertainty_score,16.181834462186526,0.2320763921679541,0.5,0.1567414023483754,2.1992648878584715,0,66,66.jpg
Tomato___Bacterial_spot/67.jpg,Tomato___Bacterial_spot,Tomato_Early_blight,0.2821,Tomato_Bacterial_spot,False,2.481836418835452,0.8780022857950187,0.3526032224278888,0.4141534029872554,uncertainty_score,19.76239066926395,0.7055843649347605,0.5,0.204401163867618,3.217770475670948,12,67,67.jpg
Tomato___Bacterial_spot/68.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.8057,Tomato_Bacterial_spot,True,1.8192027299734417,0.227980897569501,0.2788269516847561,0.387796427522811,outlier_score,26.039372126418357,0.0195816768481721,0.7,0.2879522721332445,2.171091761896211,0,68,68.jpg
Tomato___Bacterial_spot/69.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.6831,Tomato_Bacterial_spot,False,1.8473460419160308,0.3779874703200963,0.1428234699093082,0.3051976560635041,uncertainty_score,16.428458925049775,0.048717514595015,0.5,0.160024150168851,1.8374712544433067,0,69,69.jpg
Tomato___Bacterial_spot/70.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6791,Tomato_Bacterial_spot,True,2.022835643313321,0.3882075617740648,0.3130974966103844,0.4351801945487312,outlier_score,40.150540109235294,0.2303960804652974,0.7,0.4757820007909532,2.8744651621170245,6,70,70.jpg
Tomato___Bacterial_spot/71.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5133,Tomato_Bacterial_spot,True,2.1783983771191897,0.5771969372681758,0.2873365706386372,0.3706054721127917,uncertainty_score,29.94657922622992,0.391445021004672,0.5,0.3399599904355658,2.792830027662693,6,71,71.jpg
Tomato___Bacterial_spot/72.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.3843,Tomato_Bacterial_spot,True,2.2353868751381416,0.7498796104113847,0.1009662526739045,0.1937044264070727,uncertainty_score,28.13096192964975,0.4504433235180224,0.5,0.3157928269110325,2.8745758874025937,6,72,72.jpg
Tomato___Bacterial_spot/73.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.4516,Tomato_Bacterial_spot,False,2.132552887289189,0.6597130733893602,0.2168771947227006,0.354431031649938,uncertainty_score,15.351584537300212,0.3439827054166454,0.5,0.1456901826123923,2.406500684751879,3,73,73.jpg
Tomato___Bacterial_spot/74.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.4797,Tomato_Bacterial_spot,True,1.8262898407713848,0.6294488635939594,0.1138335210942262,0.4207455114199328,uncertainty_score,6.030797971164833,0.0269187276801422,0.5,0.0216238534661824,1.586273235559558,0,74,74.jpg
Tomato___Bacterial_spot/75.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.5973,Tomato_Bacterial_spot,False,1.80828391776188,0.4913911745730687,0.2125099948599966,0.5690976548298283,outlier_score,7.709915798539874,0.0082777925848957,0.7,0.043974111523079,1.78251675245441,0,75,75.jpg
Tomato___Bacterial_spot/76.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.429,Tomato_Bacterial_spot,True,1.9666212770301887,0.6895572774019229,0.1692361978481465,0.3848055855469474,uncertainty_score,7.24701032668579,0.1721992108712684,0.5,0.0378125089343779,1.901117185144104,0,76,76.jpg
Tomato___Bacterial_spot/77.jpg,Tomato___Bacterial_spot,Tomato_Early_blight,0.43,Tomato_Bacterial_spot,False,2.293271602802716,0.6887342611441375,0.3604257403962447,0.525658374742618,uncertainty_score,16.739984802783173,0.5103694628684885,0.5,0.1641707821950426,2.766995099029541,6,77,77.jpg
Tomato___Bacterial_spot/78.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6129,Tomato_Bacterial_spot,True,2.0816537952065017,0.4662486116496037,0.3466823312961776,0.3515177168486228,uncertainty_score,11.182995033435375,0.2912885629714348,0.5,0.090203277747413,2.217882042563989,0,78,78.jpg
Tomato___Bacterial_spot/79.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.2923,Tomato_Bacterial_spot,True,2.3526028105802754,0.8643983546472968,0.0643632936726311,0.1174433166077681,uncertainty_score,18.060188478292105,0.571793095121067,0.5,0.1817436364368536,2.916201644897414,6,79,79.jpg
Tomato___Bacterial_spot/80.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.3894,Tomato_Bacterial_spot,False,2.2719835542278988,0.7431567838581817,0.325986108809615,0.4662066439906778,uncertainty_score,48.18837267295764,0.4883306519961912,0.5,0.5827712954601448,3.3508182471826,12,80,80.jpg
Tomato___Bacterial_spot/81.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5814,Tomato_Bacterial_spot,True,1.999635366173891,0.5119262356346237,0.6163339884242801,0.7056859488848732,outlier_score,31.60534025997979,0.2063776027610691,0.7,0.3620392850238386,2.655814133057896,3,81,81.jpg
Tomato___Bacterial_spot/82.jpg,Tomato___Bacterial_spot,Tomato_Target_Spot,0.5331,Tomato_Bacterial_spot,False,2.3148875175573016,0.5642506506431949,0.4510925612700978,0.804759150715151,outlier_score,20.182095087526083,0.5327477027261125,0.7,0.2099877295647036,3.0804769997992807,6,82,82.jpg
Tomato___Bacterial_spot/83.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.6074,Tomato_Bacterial_spot,True,1.836951534908906,0.4637897600609821,0.4413117398103555,0.4907339644236289,outlier_score,17.526042115094327,0.0379564261262586,0.7,0.1746337666808483,2.03786350227379,0,83,83.jpg
Tomato___Bacterial_spot/84.jpg,Tomato___Bacterial_spot,Tomato_Leaf_Mold,0.2461,Tomato_Bacterial_spot,False,2.332738638318755,0.9186501114633574,0.1973391008358569,0.4508670696679286,uncertainty_score,17.177986984898414,0.551228376186507,0.5,0.1700009042032541,2.857458108677895,6,84,84.jpg
Tomato___Bacterial_spot/85.jpg,Tomato___Bacterial_spot,Tomato_Bacterial_spot,0.5841,Tomato_Bacterial_spot,True,1.8810557447851708,0.5007348992810025,0.1209467182201364,0.3389036562159559,uncertainty_score,7.627300747277204,0.0836160523112974,0.5,0.0428744461601122,1.7315437738627633,0,85,85.jpg
Tomato___Bacterial_spot/86.jpg,Tomato___Bacterial_spot,Tomato_Tomato_yellow_Leaf_Curl_Virus,0.4065,Tomato_Bacterial_spot,False,2.4268648589869626,0.7226827581197486,0.2262870459511006,0.4478370760505115,uncertainty_score,22.90041815108353,0.6486741316365716,0.5,0.2461705518550851,3.166604091055771,12,86,86.jpg
