image_path,true_label,predicted_label,confidence,normalized_true,correct,void_score,uncertainty_score,density_score,outlier_score,dominant_component,LID,void_norm,bonus,LID_norm,w_final,w_norm,aug_times
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0fca6d09-1931-4767-a195-1dd2b7cd10b7___GHLB Leaf 8 Day 12_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.4341,Tomato_Late_blight,True,2.244442881221417,0.6931249619914718,0.1327066215558153,0.2157526748748481,uncertainty_score,21.33194531846684,0.4598187063590677,0.5,0.2252930577372261,2.757576999323975,0.5170731240794241,7
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_0ba7d3d8-5c4c-4365-ba0c-69f61e96a36e___RS_Late.B 5312.JPG_0c8b3e88-9afa-41e1-a767-122ad7b27ac2_aug_003.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.5807,Tomato_Late_blight,False,2.3717020624482155,0.5021622095732796,0.5036745922283303,0.6158844395395624,outlier_score,40.26917037488842,0.5915659173335188,0.7,0.4773610543912895,3.599173416253972,0.8521433941569024,11
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_0ba7d3d8-5c4c-4365-ba0c-69f61e96a36e___RS_Late.B 5312.JPG_0c8b3e88-9afa-41e1-a767-122ad7b27ac2_aug_005.jpg,Tomato___Late_blight,Tomato_Tomato_mosaic_virus,0.5613,Tomato_Late_blight,False,2.3851087187402813,0.5322958510684913,0.5212789618890152,0.8218333142413201,outlier_score,46.12107100754271,0.6054453840874727,0.7,0.5552540331512171,3.743771817901771,0.885005412045687,11
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1e2fe7d3-3d69-4cf6-aef7-e9975940bd40___GHLB2 Leaf 77_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.8033,Tomato_Late_blight,True,1.84988559641852,0.226028062800175,0.4827251664287395,0.5188127705309102,outlier_score,18.049782150945862,0.0513466311710856,0.7,0.1816051207842763,2.075100943518586,0.2147322137074198,3
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1e2fe7d3-3d69-4cf6-aef7-e9975940bd40___GHLB2 Leaf 77_aug_003.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7807,Tomato_Late_blight,True,1.8435935806744863,0.2557000969545369,0.3004081507508727,0.3766915476628891,outlier_score,14.183970422157996,0.0448327158866047,0.7,0.1301484044483786,1.9848880384457772,0.1858720714883946,3
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1e2fe7d3-3d69-4cf6-aef7-e9975940bd40___GHLB2 Leaf 77_aug_004.jpg,Tomato___Late_blight,Tomato_Late_blight,0.2705,Tomato_Late_blight,True,2.412750251177316,0.8914455004442057,0.2605937360637446,0.3399269960213739,uncertainty_score,11.568871408884004,0.6340617461489964,0.5,0.0953395680236108,2.911132844333409,0.5927705837257246,8
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c6b66db-9891-41cc-972f-a3521deee072___RS_Late.B 5589_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7918,Tomato_Late_blight,True,1.816337397519577,0.2432725366834484,0.5195643432293686,0.6094298736156429,outlier_score,21.675807893172795,0.0166152931603932,0.7,0.2298701143055561,2.0780357577791206,0.2157236210926506,3
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c6b66db-9891-41cc-972f-a3521deee072___RS_Late.B 5589_aug_003.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6642,Tomato_Late_blight,True,2.192656013595024,0.3961544938512823,0.3393573451597034,0.3586937517071606,uncertainty_score,24.54285469519308,0.4062054793281555,0.5,0.2680325558219614,2.714459792389253,0.4955212806104427,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c6b66db-9891-41cc-972f-a3521deee072___RS_Late.B 5589_aug_004.jpg,Tomato___Late_blight,Tomato_Late_blight,0.4722,Tomato_Late_blight,True,2.345233480715041,0.6335037962714807,0.4966134863756665,0.6509208307780978,outlier_score,22.154844883536683,0.5641638722458618,0.7,0.2362464389320236,3.1826974028897594,0.7147485772698959,9
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c6b66db-9891-41cc-972f-a3521deee072___RS_Late.B 5589_aug_005.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.298,Tomato_Late_blight,False,2.7220780675495595,0.8576344437845832,0.5123276447567103,0.6359942266637622,uncertainty_score,28.55534893466391,0.9542985785016346,0.5,0.3214417211836209,3.890759738778701,0.9117091491592128,11
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1aa88c5b-384f-43cf-8046-0d32d26a1133___GHLB Leaf 24 Day 12_aug_003.jpg,Tomato___Late_blight,Tomato_Late_blight,0.4826,Tomato_Late_blight,True,2.3078441394797284,0.6142720536472411,0.4588445839690137,0.554028460901345,uncertainty_score,67.71627305376623,0.5254559269295584,0.5,0.8427016027350948,3.8149642579617593,0.8987210016091152,11
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1d6d043a-9df9-49ec-9b0f-e40a8e7f409f___RS_Late.B 5287_aug_001.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.8439,Tomato_Late_blight,False,1.9038745328753133,0.1784523584942955,0.4123320541673785,0.600264986676806,outlier_score,23.453559886989904,0.1072395870512822,0.7,0.253533263594543,2.294779069494379,0.2979086134743773,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1d6d043a-9df9-49ec-9b0f-e40a8e7f409f___RS_Late.B 5287_aug_002.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.4808,Tomato_Late_blight,False,2.210164087019354,0.6378194221935224,0.3336251974992171,0.3847260215531801,uncertainty_score,15.019375170857156,0.4243310072543532,0.5,0.14126823857257,2.560564372367561,0.4192857369194651,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1d6d043a-9df9-49ec-9b0f-e40a8e7f409f___RS_Late.B 5287_aug_003.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.7263,Tomato_Late_blight,False,2.0518839477678856,0.3302253348759162,0.2955771575901459,0.4911145272384271,outlier_score,19.53858521167613,0.2604688269542534,0.7,0.2014221533121471,2.523070883876728,0.4011458088455626,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1d6d043a-9df9-49ec-9b0f-e40a8e7f409f___RS_Late.B 5287_aug_004.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.6071,Tomato_Late_blight,False,2.2281243015128576,0.4792565247388505,0.3599028564056196,0.3092741107780396,uncertainty_score,28.47651677107845,0.4429246218384748,0.5,0.3203924087586121,2.866437856814868,0.5710265732916182,7
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1d6d043a-9df9-49ec-9b0f-e40a8e7f409f___RS_Late.B 5287_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.3117,Tomato_Late_blight,True,2.397877138761878,0.8357659899800098,0.3228878095994691,0.4466938121943513,uncertainty_score,17.245686221963926,0.618664105991692,0.5,0.1709020294215091,2.9936812561156474,0.6319351355980515,8
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1b2756ef-4fa0-410a-8fe5-a8b699d3553e___GHLB2 Leaf 156.2_aug_001.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6133,Tomato_Late_blight,True,2.100283175784451,0.4700228261763506,0.391498605527343,0.6826681379043227,outlier_score,18.21068280378473,0.310574943016206,0.7,0.1837468234413756,2.596770121194476,0.4370127281933938,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1b2756ef-4fa0-410a-8fe5-a8b699d3553e___GHLB2 Leaf 156.2_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7663,Tomato_Late_blight,True,1.8788663397909176,0.2713149424889864,0.4191151804802048,0.5109474358323944,outlier_score,20.832848879772776,0.0813494339116997,0.7,0.2186497275204725,2.1906734591041084,0.2562620839294313,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0f67214c-eede-4292-b731-30ef1c47b7b6___RS_Late.B 4902_aug_004.jpg,Tomato___Late_blight,Tomato_Early_blight,0.6676,Tomato_Late_blight,False,2.033583113057552,0.3994407213636266,0.2342049862715935,0.3059486574310825,uncertainty_score,29.34680461110555,0.2415225795531019,0.5,0.3319765617532788,2.481010001736122,0.381115794168086,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0f67214c-eede-4292-b731-30ef1c47b7b6___RS_Late.B 4902_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5456,Tomato_Late_blight,True,2.205249337781932,0.5498553292888935,0.3285390129951209,0.319138945876402,uncertainty_score,38.51392527751914,0.4192429303201223,0.5,0.453997487975802,3.019482092603948,0.6438535438004109,8
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0ba7d3d8-5c4c-4365-ba0c-69f61e96a36e___RS_Late.B 5312_aug_002.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.6455,Tomato_Late_blight,False,2.2140526202866546,0.4194065135034741,0.4884649936890118,0.6479861007572478,outlier_score,34.02805549861417,0.4283566768194841,0.7,0.3942873559448079,3.1481443875561803,0.700452559061477,9
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1_aug_001.jpg,Tomato___Late_blight,Tomato_Early_blight,0.7204,Tomato_Late_blight,False,2.2230515775457667,0.3372139532660068,0.6338567167277073,0.7873891952977297,outlier_score,38.94926123682052,0.4376729989043589,0.7,0.4597921206532736,3.2650341787886283,0.7471053894781624,9
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6018,Tomato_Late_blight,True,2.026461314785979,0.4670522680349219,0.2506270671706997,0.3444660998076214,uncertainty_score,15.449801230827852,0.2341496179297654,0.5,0.1469975169816959,2.188795511332075,0.2555468964929543,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1_aug_004.jpg,Tomato___Late_blight,Tomato_Early_blight,0.6489,Tomato_Late_blight,False,2.129807289471227,0.4241952740186743,0.2497262162017379,0.4461435695859523,outlier_score,33.150729381876026,0.3411402790275478,0.7,0.3826095184580805,2.956194835742216,0.6143310824000494,8
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0c9ff8e1-b610-43e3-b914-5e9576dd8083___GHLB2 Leaf 107.1_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5691,Tomato_Late_blight,True,2.1207581714190367,0.5210148829389055,0.2754109828218846,0.3799088528922138,uncertainty_score,17.337515740019317,0.3317720271367084,0.5,0.1721243459214696,2.4217305731556213,0.3535722024589187,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1af98b62-adaf-43d0-b4eb-83ab3f1ee084___RS_Late.B 4908_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7003,Tomato_Late_blight,True,1.8349851180389856,0.3568114644731192,0.2237348574759042,0.3763900863680255,outlier_score,15.471555617104713,0.0359206599384861,0.7,0.147287083407131,1.9927719449876689,0.1882699416658925,3
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1af98b62-adaf-43d0-b4eb-83ab3f1ee084___RS_Late.B 4908_aug_003.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.5761,Tomato_Late_blight,False,2.2683952101045213,0.5268878702049125,0.3513131056596632,0.6258164987999006,outlier_score,31.884923838162923,0.484615758298824,0.7,0.3657607422193901,3.2178726299267333,0.7288726361003751,9
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1af98b62-adaf-43d0-b4eb-83ab3f1ee084___RS_Late.B 4908_aug_004.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5497,Tomato_Late_blight,True,1.9987949305931887,0.5446575729946627,0.3221516825501416,0.5690692472458563,outlier_score,17.52086371259757,0.2055075276694818,0.7,0.1745648384435096,2.3728623130042283,0.3315661025815904,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1af98b62-adaf-43d0-b4eb-83ab3f1ee084___RS_Late.B 4908_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6294,Tomato_Late_blight,True,1.9471555682247483,0.4498323265091261,0.2374180679473058,0.5011528916309125,outlier_score,17.173817847809808,0.1520470079415081,0.7,0.1699454100096449,2.2590121308974838,0.2831660640927076,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_aug_001.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6745,Tomato_Late_blight,True,1.818346381060607,0.3903151277378425,0.1132079929810062,0.2435913592255045,uncertainty_score,11.444486151508215,0.0186951272114437,0.5,0.0936839113713505,1.6779161214799134,0.1099743918157951,2
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6594,Tomato_Late_blight,True,2.101901800751582,0.4082261871536605,0.1458244761367986,0.016148177637023,uncertainty_score,15.744015088914391,0.3122506517782565,0.5,0.1509137136564875,2.3508718740412444,0.3218918446558065,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_aug_003.jpg,Tomato___Late_blight,Tomato_Leaf_Mold,0.2952,Tomato_Late_blight,False,2.452118084433111,0.8645688988673514,0.1495258433707506,0.2936381989972571,uncertainty_score,23.53169176339409,0.6748179586560912,0.5,0.2545732546967952,3.231495799357375,0.7342232871165525,9
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_aug_004.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5975,Tomato_Late_blight,True,2.089649789643017,0.4824766183357056,0.113108067423003,0.1421253927893974,uncertainty_score,14.367457639533685,0.2995665508998709,0.5,0.1325907504181665,2.2980192274269915,0.2992658029712916,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145.JPG_d08d0643-dfbb-41e9-bd43-ed27244f5791_aug_001.jpg,Tomato___Late_blight,Tomato_Early_blight,0.6479,Tomato_Late_blight,False,2.096050393832088,0.427871433008154,0.2892508501994462,0.3571413065176494,uncertainty_score,19.85204688266076,0.306192884201188,0.5,0.2055945521296886,2.420777596596909,0.3531367015841309,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145.JPG_d08d0643-dfbb-41e9-bd43-ed27244f5791_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6882,Tomato_Late_blight,True,1.9621756206504144,0.3658289531621876,0.3907247602100311,0.4523047320162516,outlier_score,11.620122802862603,0.1675967702195231,0.7,0.0960217606979558,2.17922618148598,0.2519229717432282,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145.JPG_d08d0643-dfbb-41e9-bd43-ed27244f5791_aug_004.jpg,Tomato___Late_blight,Tomato_Early_blight,0.7593,Tomato_Late_blight,False,2.031542621639148,0.2831870517626093,0.4252369305566804,0.4801126123628355,outlier_score,21.606050414983653,0.2394101264412679,0.7,0.2289415924272774,2.522232641523452,0.4007431373588758,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/Tomato___Late_blight_original_1ab30bde-88a4-4e29-855e-fa7a6ec1e226___RS_Late.B 5145.JPG_d08d0643-dfbb-41e9-bd43-ed27244f5791_aug_005.jpg,Tomato___Late_blight,Tomato_Early_blight,0.5405,Tomato_Late_blight,False,2.2639562036537164,0.5424469267938936,0.310749190975643,0.4978475902794592,uncertainty_score,15.290408475514363,0.4800202020980586,0.5,0.1448758855180926,2.677354232473256,0.4769846567134075,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c5deb80-6bde-4aa4-843e-c69f80b7713a___RS_Late.B 6874_aug_002.jpg,Tomato___Late_blight,Tomato_Early_blight,0.6516,Tomato_Late_blight,False,2.020006584283564,0.4219216712860653,0.3290446464307661,0.4672911154361265,outlier_score,25.12106037205012,0.2274672494508318,0.7,0.2757288865243278,2.568527828688156,0.4231686140243541,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c5deb80-6bde-4aa4-843e-c69f80b7713a___RS_Late.B 6874_aug_003.jpg,Tomato___Late_blight,Tomato_Early_blight,0.4486,Tomato_Late_blight,False,2.2373489138816147,0.6658102509342432,0.31247715368164,0.3862789850302137,uncertainty_score,16.177291025560542,0.4524745571766433,0.5,0.1566809259604767,2.639970503294002,0.4583730929992265,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1c5deb80-6bde-4aa4-843e-c69f80b7713a___RS_Late.B 6874_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.8904,Tomato_Late_blight,True,1.8416914737821728,0.1211382688741946,0.3563131839458994,0.454263087809356,outlier_score,27.377362214236044,0.0428635276864152,0.7,0.3057618762317518,2.244369869720458,0.2772597291954499,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_aug_003.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5574,Tomato_Late_blight,True,2.2091599123491985,0.5255541079986792,0.2212191099806643,0.4130674103480774,uncertainty_score,16.386590414306685,0.4232914185123164,0.5,0.1594668503746913,2.58578311258667,0.4316140929171219,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/1aa4ebf9-7329-4108-94f6-8b6e9592d690___GHLB2 Leaf 98.1_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.6571,Tomato_Late_blight,True,1.927337466505795,0.4113416487680212,0.3358274154838272,0.3834660003040588,uncertainty_score,18.45277840981449,0.1315299843121729,0.5,0.1869692889414082,2.043513902036458,0.2042716492938057,3
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969_aug_001.jpg,Tomato___Late_blight,Tomato_Late_blight,0.811,Tomato_Late_blight,True,1.8841104674535,0.2224779646596612,0.4729255027965405,0.6002497944267928,outlier_score,36.35433687381131,0.0867785054087724,0.7,0.4252518232388565,2.511434745675829,0.3955682432139584,5
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.8333,Tomato_Late_blight,True,1.9221411340204464,0.1870578218059702,0.3378621079171365,0.1580548331292393,density_score,21.135314531505124,0.1261503935774146,1.2,0.2226757614648166,2.7863144293520543,0.5314070744712724,7
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969_aug_003.jpg,Tomato___Late_blight,Tomato_Early_blight,0.4786,Tomato_Late_blight,False,2.391860750429923,0.6248345636088931,0.3122743497606742,0.4021437181567106,uncertainty_score,41.404105553752416,0.6124355386283545,0.5,0.4924678525634673,3.46357285610191,0.8146195161972289,10
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0ac3df5b-d713-42ef-b0ad-20b5410237ad___RS_Late.B 4969_aug_005.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7426,Tomato_Late_blight,True,2.089300254222424,0.2990029591786743,0.3742432445337176,0.4681351940305492,outlier_score,19.579944893377306,0.2992046884679745,0.7,0.2019726802281869,2.6013683972782293,0.4392766753378331,6
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230_aug_001.jpg,Tomato___Late_blight,Tomato_Late_blight,0.7924,Tomato_Late_blight,True,2.108738002821082,0.2401323210336812,0.2721406143398788,0.4040319513816769,outlier_score,36.80476112741654,0.319327945122689,0.7,0.4312472918945015,2.9855268280871305,0.6281337125777414,8
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230_aug_002.jpg,Tomato___Late_blight,Tomato_Late_blight,0.889,Tomato_Late_blight,True,1.8805367116146177,0.1249470651578675,0.423236798343545,0.4613788065678455,outlier_score,28.203530721560806,0.0830787144786601,0.7,0.3167587693837087,2.3412955830328834,0.3177256065773113,4
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230_aug_003.jpg,Tomato___Late_blight,Tomato_Late_blight,0.5746,Tomato_Late_blight,True,2.2509951918511035,0.5015083335753318,0.3373317202502446,0.2490915894621897,uncertainty_score,22.76591721938647,0.4666020963084419,0.5,0.2443802483496892,2.799774565141417,0.5381045210241229,7
/home/sinan/Masaüstü/augment_script/high_void_imgs_clean/Tomato___Late_blight/0fa1b773-fe9f-4440-ab2a-cfbc39c9cd2b___RS_Late.B 6230_aug_005.jpg,Tomato___Late_blight,Tomato_Early_blight,0.2912,Tomato_Late_blight,False,2.620024943210244,0.8635573824772612,0.3178134714102794,0.3881323766605998,uncertainty_score,43.66025308694071,0.8486463625018167,0.5,0.5224987883078748,3.981040907465445,0.925203794285007,12
